n	lemma	count	status	approvals
3109	οὐρανόθεν	2		
3110	χειροτονέω	2		
3111	ἀνοικοδομέω	2		
3112	κατασκάπτω	2		
3113	ἐπιστέλλω	2		
3114	παροξυσμός	2		
3115	ἀποχωρίζομαι	2		
3116	Γαλατικός	2		
3117	Μυσία	2		
3118	Βιθυνία	2		
3119	εὐθυδρομέω	2		
3120	Λυδία	2		
3121	ῥαβδίζω	2		
3122	ἐσώτερος	2		
3123	ῥαβδοῦχος	2		
3124	ἀκατάκριτος	2		
3125	ἀγοραῖος	2		
3126	πολιτάρχης	2		
3127	Βέροια	2		
3128	παροξύνομαι	2		
3129	Ἄρειος	2		
3130	Πάγος	2		
3131	Ἀθηναῖος	2		
3132	ἀναθεωρέω	2		
3133	σέβασμα	2		
3134	εὐσεβέω	2		
3135	Κρίσπος	2		
3136	Κορίνθιος	2		
3137	Σωσθένης	2		
3138	Κεγχρεαί	2		
3139	ζέω	2		
3140	περίεργος	2		
3141	συνέκδημος	2		
3142	καταστέλλω	2		
3143	προπετής	2		
3144	ἔννομος	2		
3145	συστροφή	2		
3146	θυρίς	2		
3147	Ἆσσος	2		
3148	ἐκεῖσε	2		
3149	ἐξαρτίζω	2		
3150	ἀποστασία	2		
3151	ἀναβαθμός	2		
3152	σιγή	2		
3153	τιμωρέω	2		
3154	ἀπολούομαι	2		
3155	καθήκω	2		
3156	ἀνετάζω	2		
3157	κεφάλαιον	2		
3158	πολιτεία	2		
3159	πολιτεύομαι	2		
3160	διαγινώσκω	2		
3161	ἐνέδρα	2		
3162	ἱππεύς	2		
3163	Λυσίας	2		
3164	ἔγκλημα	2		
3165	ἐπαρχεία	2		
3166	Τέρτυλλος	2		
3167	πρόνοια	2		
3168	ἐπιείκεια	2		
3169	ἐπίστασις	2		
3170	πυκνός	2		
3171	διετία	2		
3172	κατατίθημι	2		
3173	ἀνατίθεμαι	2		
3174	δεσμώτης	2		
3175	Ἰούλιος	2		
3176	ὑποπλέω	2		
3177	Ἀλεξανδρῖνος	2		
3178	παραλέγομαι	2		
3179	παραινέω	2		
3180	κυβερνήτης	2		
3181	λιμήν	2		
3182	βοήθεια	2		
3183	ἀποβολή	2		
3184	τεσσαρεσκαιδέκατος	2		
3185	βολίζω	2		
3186	ὀργυιά	2		
3187	πρῷρα	2		
3188	κορέννυμι	2		
3189	πηδάλιον	2		
3190	ἀσάλευτος	2		
3191	φιλανθρωπία	2		
3192	πυρά	2		
3193	Πόπλιος	2		
3194	ἀναδέχομαι	2		
3195	ξενία	2		
3196	προεπαγγέλλομαι	2		
3197	ἀΐδιος	2		
3198	ποίημα	2		
3199	ἀναπολόγητος	2		
3200	μεταλλάσσω	2		
3201	χρῆσις	2		
3202	ἀσχημοσύνη	2		
3203	ἀντιμισθία	2		
3204	ὑβριστής	2		
3205	ἀλαζών	2		
3206	ἄστοργος	2		
3207	ἀνοχή	2		
3208	ἀνόμως	2		
3209	λογισμός	2		
3210	παιδευτής	2		
3211	μόρφωσις	2		
3212	βδελύσσομαι	2		
3213	ὠφέλεια	2		
3214	ἐπιφέρω	2		
3215	ἔνδικος	2		
3216	ταλαιπωρία	2		
3217	ἱλαστήριον	2		
3218	ἐκκλείω	2		
3219	νέκρωσις	2		
3220	δικαίωσις	2		
3221	τάχα	2		
3222	ἐλλογέω	2		
3223	δώρημα	2		
3224	παρεισέρχομαι	2		
3225	ὑπερπερισσεύω	2		
3226	συνθάπτομαι	2		
3227	καινότης	2		
3228	παράκειμαι	2		
3229	ταλαίπωρος	2		
3230	συμπάσχω	2		
3231	ἀποκαραδοκία	2		
3232	ἑκών	2		
3233	σύμμορφος	2		
3234	ὕψωμα	2		
3235	ἀδιάλειπτος	2		
3236	ὀδύνη	2		
3237	μήπω	2		
3238	οἰκτίρω	2		
3239	ἐξεγείρω	2		
3240	μέμφομαι	2		
3241	πλάσσω	2		
3242	προετοιμάζω	2		
3243	Σαβαώθ	2		
3244	φθόγγος	2		
3245	παροργίζω	2		
3246	ἥττημα	2		
3247	ἀγριέλαιος	2		
3248	ἀποτομία	2		
3249	ἀμεταμέλητος	2		
3250	ἀνεξιχνίαστος	2		
3251	λογικός	2		
3252	συσχηματίζομαι	2		
3253	ἀνακαίνωσις	2		
3254	φιλοξενία	2		
3255	ψωμίζω	2		
3256	σωρεύω	2		
3257	ἔκδικος	2		
3258	ἀνακεφαλαιόω	2		
3259	κρέας	2		
3260	Σπανία	2		
3261	ὑποτίθημι	2		
3262	διχοστασία	2		
3263	ἄκακος	2		
3264	ὑπεροχή	2		
3265	πνευματικῶς	2		
3266	συμβασιλεύω	2		
3267	ἐκκαθαίρω	2		
3268	λοίδορος	2		
3269	μέθυσος	2		
3270	ἐντροπή	2		
3271	ἀρσενοκοίτης	2		
3272	ἐγκρατεύομαι	2		
3273	καταχράομαι	2		
3274	σχῆμα	2		
3275	σύμφορον	2		
3276	ἀσχημονέω	2		
3277	διόπερ	2		
3278	βραβεῖον	2		
3279	πόμα	2		
3280	ἔκβασις	2		
3281	ἀκατακάλυπτος	2		
3282	κομάω	2		
3283	περιβόλαιον	2		
3284	ἥσσων	2		
3285	κυριακός	2		
3286	ἐνέργημα	2		
3287	φανέρωσις	2		
3288	ἑρμηνεία	2		
3289	συγκεράννυμι	2		
3290	ἔσοπτρον	2		
3291	κιθαρίζω	2		
3292	φρήν	2		
3293	ἐλεεινός	2		
3294	ἀγνωσία	2		
3295	λογεία	2		
3296	ἐξαπορέομαι	2		
3297	ἁγιότης	2		
3298	κυρόω	2		
3299	θριαμβεύω	2		
3300	ἱκανόω	2		
3301	κατάκρισις	2		
3302	ἀνακαλύπτω	2		
3303	ἡνίκα	2		
3304	φωτισμός	2		
3305	ὀστράκινος	2		
3306	καταβάλλω	2		
3307	ἀνακαινόω	2		
3308	σκῆνος	2		
3309	οἰκητήριον	2		
3310	ἐπενδύομαι	2		
3311	πρεσβεύω	2		
3312	μωμάομαι	2		
3313	ἀγρυπνία	2		
3314	ἁγνότης	2		
3315	ἐπιπόθησις	2		
3316	αὐθαίρετος	2		
3317	προενάρχομαι	2		
3318	πέρυσι(ν)	2		
3319	συμπέμπω	2		
3320	στέλλομαι	2		
3321	ἐρεθίζω	2		
3322	φειδομένως	2		
3323	αὐτάρκεια	2		
3324	χορηγέω	2		
3325	προσαναπληρόω	2		
3326	στρατεία	2		
3327	ἄμετρος	2		
3328	ἐφικνέομαι	2		
3329	Εὕα	2		
3330	ὑπερλίαν	2		
3331	θαῦμα	2		
3332	καταδουλόω	2		
3333	ναυαγέω	2		
3334	ψευδάδελφος	2		
3335	ἥδιστα	2		
3336	καταλαλιά	2		
3337	προαμαρτάνω	2		
3338	ἀποτόμως	2		
3339	Ἰουδαϊσμός	2		
3340	προσανατίθημι	2		
3341	Ἀραβία	2		
3342	ἐνάρχομαι	2		
3343	ἐπικατάρατος	2		
3344	ἄχρις	2		
3345	ἀληθεύω	2		
3346	Ἁγάρ	2		
3347	φαρμακεία	2		
3348	πηλίκος	2		
3349	συζωοποιέω	2		
3350	ἀκρογωνιαῖος	2		
3351	συναρμολογέομαι	2		
3352	αὔξω	2		
3353	κατοικητήριον	2		
3354	συμμέτοχος	2		
3355	ῥιζόομαι	2		
3356	ἑνότης	2		
3357	μεθοδεία	2		
3358	ἁφή	2		
3359	ἐπιχορηγία	2		
3360	αὔξησις	2		
3361	εὔσπλαγχνος	2		
3362	ὕμνος	2		
3363	λουτρόν	2		
3364	σπίλος	2		
3365	ἐκτρέφω	2		
3366	θάλπω	2		
3367	ὀφθαλμοδουλία	2		
3368	ἀνθρωπάρεσκος	2		
3369	περικεφαλαία	2		
3370	βεβαίωσις	2		
3371	εἰλικρινής	2		
3372	συναθλέω	2		
3373	φωστήρ	2		
3374	σπένδομαι	2		
3375	ἀφοράω	2		
3376	Ἐπαφρόδιτος	2		
3377	συστρατιώτης	2		
3378	δόσις	2		
3379	δυναμόω	2		
3380	παραλογίζομαι	2		
3381	ὑπεναντίος	2		
3382	ἀπεκδύομαι	2		
3383	τελειότης	2		
3384	Ὀνήσιμος	2		
3385	Ἄρχιππος	2		
3386	ἤπιος	2		
3387	ἀμέμπτως	2		
3388	τοιγαροῦν	2		
3389	περιλείπομαι	2		
3390	ἀρχάγγελος	2		
3391	ὁλόκληρος	2		
3392	ἐνδοξάζομαι	2		
3393	ἐπισυναγωγή	2		
3394	ἀτάκτως	2		
3395	ἑτεροδιδασκαλέω	2		
3396	γενεαλογία	2		
3397	διαβεβαιόομαι	2		
3398	νομίμως	2		
3399	ἀνόσιος	2		
3400	ἀποδοχή	2		
3401	ὑποτύπωσις	2		
3402	Ὑμέναιος	2		
3403	ἔντευξις	2		
3404	ἡσύχιος	2		
3405	διάγω	2		
3406	ἀπόδεκτος	2		
3407	κόσμιος	2		
3408	διδακτικός	2		
3409	πάροινος	2		
3410	πλήκτης	2		
3411	ἄμαχος	2		
3412	ἀφιλάργυρος	2		
3413	αἰσχροκερδής	2		
3414	βραδύνω	2		
3415	ἁγνεία	2		
3416	πρόγονος	2		
3417	σπαταλάω	2		
3418	πορισμός	2		
3419	ἀπόλαυσις	2		
3420	κενοφωνία	2		
3421	συγκακοπαθέω	2		
3422	Ὀνησίφορος	2		
3423	ἐμπλέκομαι	2		
3424	ἀθλέω	2		
3425	καταστροφή	2		
3426	ἀνατρέπω	2		
3427	ξύλινος	2		
3428	εὐσεβῶς	2		
3429	σοφίζω	2		
3430	αὐθάδης	2		
3431	κοσμικός	2		
3432	ἀνωφελής	2		
3433	ἑλίσσω	2		
3434	μερισμός	2		
3435	βραχύ	2		
3436	παραπικρασμός	2		
3437	προσοχθίζω	2		
3438	ἐάνπερ	2		
3439	ἔννοια	2		
3440	συμπαθέω	2		
3441	ὁμοιότης	2		
3442	εὐλάβεια	2		
3443	νωθρός	2		
3444	ἀμετάθετος	2		
3445	Σαλήμ	2		
3446	δεκατόω	2		
3447	νομοθετέομαι	2		
3448	ἀθέτησις	2		
3449	ἐγκαινίζω	2		
3450	ἔριον	2		
3451	ἀντίτυπος	2		
3452	ἑκουσίως	2		
3453	πεῖρα	2		
3454	Ῥαάβ	2		
3455	κακουχέομαι	2		
3456	ὀπή	2		
3457	κάμνω	2		
3458	εἰρηνικός	2		
3459	ἐπισκοπέω	2		
3460	ῥαντισμός	2		
3461	δοκίμιον	2		
3462	ἔοικα	2		
3463	δίψυχος	2		
3464	ἀκατάστατος	2		
3465	ἀποκυέω	2		
3466	χαλιναγωγέω	2		
3467	ῥυπαρός	2		
3468	χαλινός	2		
3469	μετάγω	2		
3470	σπιλόω	2		
3471	φλογίζω	2		
3472	πικρός	2		
3473	ἄγε	2		
3474	ἐμπορεύομαι	2		
3475	ἀλαζονεία	2		
3476	ἀναγεννάω	2		
3477	ἱεράτευμα	2		
3478	ἐποπτεύω	2		
3479	ἀδελφότης	2		
3480	ἀπόθεσις	2		
3481	ἐπάγγελμα	2		
3482	ταχινός	2		
3483	ἔκπαλαι	2		
3484	ἄθεσμος	2		
3485	συνευωχέομαι	2		
3486	ἀστήρικτος	2		
3487	ὑπέρογκος	2		
3488	ἐμπαίκτης	2		
3489	καυσόομαι	2		
3490	ἀγγελία	2		
3491	ἱλασμός	2		
3492	κυρία	2		
3493	ἐπιδέχομαι	2		
3494	Μιχαήλ	2		
3495	Σμύρνα	2		
3496	Πέργαμος	2		
3497	Φιλαδέλφεια	2		
3498	χαλκολίβανον	2		
3499	Νικολαΐτης	2		
3500	πρωϊνός	2		
3501	σάρδιον	2		
3502	ἶρις	2		
3503	κρύσταλλος	2		
3504	πυρρός	2		
3505	χοῖνιξ	2		
3506	καῦμα	2		
3507	λιβανωτός	2		
3508	Εὐφράτης	2		
3509	Διάβολος	2		
3510	ἑξακόσιοι	2		
3511	κιθαρῳδός	2		
3512	χρυσόω	2		
3513	στρηνιάω	2		
3514	ὕαλος	2		
3515	Ζάρα	1		
3516	Θαμάρ	1		
3517	Ῥαχάβ	1		
3518	Ῥούθ	1		
3519	Οὐρίας	1		
3520	Ἐμμανουήλ	1		
3521	οὐδαμῶς	1		
3522	τελευτή	1		
3523	θυμόομαι	1		
3524	διετής	1		
3525	κατωτέρω	1		
3526	Ῥαμά	1		
3527	Ῥαχήλ	1		
3528	Ἀρχέλαος	1		
3529	διακαθαρίζω	1		
3530	διακωλύω	1		
3531	παραθαλάσσιος	1		
3532	ἀμφίβληστρον	1		
3533	εἰρηνοποιός	1		
3534	ἰῶτα	1		
3535	ῥακά	1		
3536	διαλλάσσομαι	1		
3537	εὐνοέω	1		
3538	ἐπιορκέω	1		
3539	μίλιον	1		
3540	βατταλογέω	1		
3541	πολυλογία	1		
3542	καταμανθάνω	1		
3543	εὐρύχωρος	1		
3544	Γαδαρηνός	1		
3545	δαίμων	1		
3546	αἱμορροέω	1		
3547	διχάζω	1		
3548	βιαστής	1		
3549	αἱρετίζω	1		
3550	ἐρίζω	1		
3551	τύφομαι	1		
3552	κῆτος	1		
3553	ἐπισπείρω	1		
3554	συναυξάνομαι	1		
3555	δέσμη	1		
3556	ἐγκρύπτω	1		
3557	ἐρεύγομαι	1		
3558	ἐκλάμπω	1		
3559	σαγήνη	1		
3560	ἀναβιβάζω	1		
3561	ἄγγος	1		
3562	προβιβάζω	1		
3563	φυτεία	1		
3564	φράζω	1		
3565	ἀκμήν	1		
3566	Χαναναῖος	1		
3567	Μαγαδάν	1		
3568	εὐδία	1		
3569	Βαριωνᾶ	1		
3570	ὀλιγοπιστία	1		
3571	προφθάνω	1		
3572	ἄγκιστρον	1		
3573	στατήρ	1		
3574	ἑβδομηκοντάκις	1		
3575	δάνειον	1		
3576	βασανιστής	1		
3577	τρύπημα	1		
3578	ἐπικαθίζω	1		
3579	θαυμάσιος	1		
3580	σιτιστός	1		
3581	ἐμπορία	1		
3582	ἐμπίμπρημι	1		
3583	διέξοδος	1		
3584	παγιδεύω	1		
3585	νόμισμα	1		
3586	ἐπιγαμβρεύω	1		
3587	φυλακτήριον	1		
3588	ἄνηθον	1		
3589	κύμινον	1		
3590	διϋλίζω	1		
3591	κώνωψ	1		
3592	παρομοιάζω	1		
3593	Βαραχίας	1		
3594	νοσσίον	1		
3595	ψύχομαι	1		
3596	Δανιήλ	1		
3597	φυγή	1		
3598	οἰκετεία	1		
3599	ἀγγεῖον	1		
3600	τραπεζίτης	1		
3601	ἐρίφιον	1		
3602	βαρύτιμος	1		
3603	δεῖνα	1		
3604	ἐξορκίζω	1		
3605	καταθεματίζω	1		
3606	ἀπάγχομαι	1		
3607	κορβανᾶς	1		
3608	ταφή	1		
3609	καθά	1		
3610	ἀπονίπτω	1		
3611	ἀναβοάω	1		
3612	ἔγερσις	1		
3613	τοὔνομα	1		
3614	εἰδέα	1		
3615	ἔσθω	1		
3616	κύπτω	1		
3617	ἀμφιβάλλω	1		
3618	ἔννυχα	1		
3619	καταδιώκω	1		
3620	ἀλλαχοῦ	1		
3621	κωμόπολις	1		
3622	ἀποστεγάζω	1		
3623	ἐπιράπτω	1		
3624	Ἀβιαθάρ	1		
3625	συλλυπέομαι	1		
3626	Ἰδουμαία	1		
3627	Βοανηργές	1		
3628	μηκύνομαι	1		
3629	προσκεφάλαιον	1		
3630	κατοίκησις	1		
3631	κατακόπτω	1		
3632	δισχίλιοι	1		
3633	ἐσχάτως	1		
3634	ταλιθα	1		
3635	κουμ	1		
3636	σπεκουλάτωρ	1		
3637	προσορμίζομαι	1		
3638	περιτρέχω	1		
3639	πυγμή	1		
3640	ξέστης	1		
3641	χαλκίον	1		
3642	Κορβᾶν	1		
3643	παρόμοιος	1		
3644	ὑπερηφανία	1		
3645	Συροφοινίκισσα	1		
3646	μογιλάλος	1		
3647	εφφαθα	1		
3648	περισσότερον	1		
3649	ὑπερπερισσῶς	1		
3650	Δαλμανουθά	1		
3651	ἀναστενάζω	1		
3652	τηλαυγῶς	1		
3653	στίλβω	1		
3654	γναφεύς	1		
3655	ἐξάπινα	1		
3656	ἐξουδενέω	1		
3657	τρίζω	1		
3658	κυλίομαι	1		
3659	παιδιόθεν	1		
3660	ἐπισυντρέχω	1		
3661	σκώληξ	1		
3662	ἄναλος	1		
3663	ἅλα	1		
3664	κατευλογέω	1		
3665	δύσκολος	1		
3666	τρυμαλιά	1		
3667	προσπορεύομαι	1		
3668	Τιμαῖος	1		
3669	Βαρτιμαῖος	1		
3670	ἀναπηδάω	1		
3671	ἄμφοδον	1		
3672	στιβάς	1		
3673	ὑπολήνιον	1		
3674	κεφαλιόω	1		
3675	ἀγρεύω	1		
3676	ἐκθαυμάζω	1		
3677	νουνεχῶς	1		
3678	προμεριμνάω	1		
3679	ἀπόδημος	1		
3680	ἀλεκτοροφωνία	1		
3681	μυρίζω	1		
3682	ἐκπερισσῶς	1		
3683	καταβαρύνομαι	1		
3684	σύσσημον	1		
3685	προαύλιον	1		
3686	ὁμοιάζω	1		
3687	στασιαστής	1		
3688	σμυρνίζω	1		
3689	οὐά	1		
3690	προσάββατον	1		
3691	ἐνειλέω	1		
3692	δύσις	1		
3693	θανάσιμον	1		
3694	ἐπειδήπερ	1		
3695	ἀνατάσσομαι	1		
3696	διήγησις	1		
3697	αὐτόπτης	1		
3698	ἱερατεύω	1		
3699	θυμιάω	1		
3700	σίκερα	1		
3701	διανεύω	1		
3702	περικρύβω	1		
3703	ὄνειδος	1		
3704	διαταράσσω	1		
3705	συγγενίς	1		
3706	γῆρας	1		
3707	ἀναφωνέω	1		
3708	περίοικος	1		
3709	ἐννεύω	1		
3710	πινακίδιον	1		
3711	περιοικέω	1		
3712	ἀνάδειξις	1		
3713	Αὐγοῦστος	1		
3714	Κυρήνιος	1		
3715	ἔγκυος	1		
3716	ἀγραυλέω	1		
3717	τρυγών	1		
3718	νοσσός	1		
3719	ἐθίζω	1		
3720	ἀγκάλη	1		
3721	Ἅννα	1		
3722	Φανουήλ	1		
3723	παρθενία	1		
3724	ἀνθομολογέομαι	1		
3725	συνοδία	1		
3726	πεντεκαιδέκατος	1		
3727	ἡγεμονία	1		
3728	Τιβέριος	1		
3729	Ἰτουραῖος	1		
3730	Τραχωνῖτις	1		
3731	Λυσανίας	1		
3732	Ἀβιληνή	1		
3733	φάραγξ	1		
3734	λεῖος	1		
3735	διασείω	1		
3736	διακαθαίρω	1		
3737	Ἠλί	1		
3738	Ἰανναί	1		
3739	Ναούμ	1		
3740	Ἑσλί	1		
3741	Ναγγαί	1		
3742	Μάαθ	1		
3743	Σεμεΐν	1		
3744	Ἰωσήχ	1		
3745	Ἰωδά	1		
3746	Ἰωανάν	1		
3747	Ῥησά	1		
3748	Νηρί	1		
3749	Ἀδδί	1		
3750	Κωσάμ	1		
3751	Ἐλμαδάμ	1		
3752	Ἤρ	1		
3753	Ἐλιέζερ	1		
3754	Ἰωρίμ	1		
3755	Ἰωνάμ	1		
3756	Μελεά	1		
3757	Μεννά	1		
3758	Ματταθά	1		
3759	Ναθάμ	1		
3760	Ἰωβήλ	1		
3761	Βόος	1		
3762	Ἀδμίν	1		
3763	Ἀρνί	1		
3764	Θάρα	1		
3765	Ναχώρ	1		
3766	Σερούχ	1		
3767	Ῥαγαύ	1		
3768	Φάλεκ	1		
3769	Ἔβερ	1		
3770	Ἀρφαξάδ	1		
3771	Σήμ	1		
3772	Λάμεχ	1		
3773	Μαθουσαλά	1		
3774	Ἰάρετ	1		
3775	Μαλελεήλ	1		
3776	Ἐνώς	1		
3777	Σήθ	1		
3778	στιγμή	1		
3779	διαφυλάσσω	1		
3780	ἀναπτύσσω	1		
3781	αἰχμάλωτος	1		
3782	ἀνάβλεψις	1		
3783	θραύω	1		
3784	πτύσσω	1		
3785	Σάρεπτα	1		
3786	Ἐλισαῖος	1		
3787	Ναιμάν	1		
3788	Σύρος	1		
3789	ὀφρῦς	1		
3790	κατακρημνίζω	1		
3791	ἔα	1		
3792	κατανεύω	1		
3793	κέραμος	1		
3794	παράδοξος	1		
3795	Λευίς	1		
3796	πυκνά	1		
3797	βλητέος	1		
3798	ψώχω	1		
3799	ὁπότε	1		
3800	διανυκτερεύω	1		
3801	Ζηλωτής	1		
3802	πεδινός	1		
3803	παράλιος	1		
3804	ἀπελπίζω	1		
3805	πιέζω	1		
3806	ὑπερεκχύννομαι	1		
3807	ἀντιμετρέω	1		
3808	βαθύνω	1		
3809	πλήμμυρα	1		
3810	συμπίπτω	1		
3811	ῥῆγμα	1		
3812	Ναΐν	1		
3813	ἐκκομίζω	1		
3814	σορός	1		
3815	βασίλειον	1		
3816	δανιστής	1		
3817	διαλείπω	1		
3818	Χουζᾶς	1		
3819	Σουσάννα	1		
3820	ἐπιπορεύομαι	1		
3821	ἰκμάς	1		
3822	συμφύομαι	1		
3823	τελεσφορέω	1		
3824	συντυγχάνω	1		
3825	ἀφυπνόω	1		
3826	καταπλέω	1		
3827	ἀντιπέρα	1		
3828	προσαναλίσκω	1		
3829	ἀποθλίβω	1		
3830	ἐπισιτισμός	1		
3831	κλισία	1		
3832	ἐξαστράπτω	1		
3833	διαγρηγορέω	1		
3834	διαχωρίζομαι	1		
3835	ἀφρός	1		
3836	μόγις	1		
3837	παρακαλύπτομαι	1		
3838	αἰσθάνομαι	1		
3839	ἀνάλημψις	1		
3840	ἄροτρον	1		
3841	ἀρήν	1		
3842	ἀπομάσσομαι	1		
3843	ἡμιθανής	1		
3844	συγκυρία	1		
3845	ὁδεύω	1		
3846	καταδέω	1		
3847	τραῦμα	1		
3848	ἐπιχέω	1		
3849	πανδοχεῖον	1		
3850	πανδοχεύς	1		
3851	προσδαπανάω	1		
3852	παρακαθέζομαι	1		
3853	περισπάομαι	1		
3854	θορυβάζω	1		
3855	κίχρημι	1		
3856	ἀναίδεια	1		
3857	ᾠόν	1		
3858	διανόημα	1		
3859	καθοπλίζω	1		
3860	σκῦλα	1		
3861	μενοῦν	1		
3862	ἐπαθροίζομαι	1		
3863	κρύπτη	1		
3864	ἔνειμι	1		
3865	πήγανον	1		
3866	δυσβάστακτος	1		
3867	προσψαύω	1		
3868	ἀποστοματίζω	1		
3869	θηρεύω	1		
3870	συγκαλύπτω	1		
3871	ἐμβάλλω	1		
3872	μεριστής	1		
3873	εὐφορέω	1		
3874	κόραξ	1		
3875	ἀμφιάζω	1		
3876	μετεωρίζομαι	1		
3877	ἀνέκλειπτος	1		
3878	σιτομέτριον	1		
3879	διαμερισμός	1		
3880	ὄμβρος	1		
3881	κατασύρω	1		
3882	ἀμπελουργός	1		
3883	κόπριον	1		
3884	συγκύπτω	1		
3885	ἀποκλείω	1		
3886	ἐνδέχεται	1		
3887	νοσσιά	1		
3888	ὑδρωπικός	1		
3889	προσαναβαίνω	1		
3890	ἀνώτερον	1		
3891	ἀντικαλέω	1		
3892	δαπάνη	1		
3893	ἀπαρτισμός	1		
3894	κοπρία	1		
3895	ἐπιμελῶς	1		
3896	ἀσώτως	1		
3897	κεράτιον	1		
3898	δακτύλιος	1		
3899	συμφωνία	1		
3900	χορός	1		
3901	διαβάλλω	1		
3902	οἰκονομέω	1		
3903	κόρος	1		
3904	φρονίμως	1		
3905	βύσσος	1		
3906	λαμπρῶς	1		
3907	ἑλκόομαι	1		
3908	ἐπιλείχω	1		
3909	καταψύχω	1		
3910	χάσμα	1		
3911	ἀνένδεκτος	1		
3912	λυσιτελεῖ	1		
3913	μυλικός	1		
3914	συκάμινος	1		
3915	ἀλλογενής	1		
3916	παρατήρησις	1		
3917	τρῆμα	1		
3918	βελόνη	1		
3919	πολλαπλασίων	1		
3920	ἀρχιτελώνης	1		
3921	συκομορέα	1		
3922	τετραπλοῦς	1		
3923	πραγματεύομαι	1		
3924	διαπραγματεύομαι	1		
3925	προσεργάζομαι	1		
3926	εὖγε	1		
3927	κατασφάζω	1		
3928	ὑποστρωννύω	1		
3929	κατάβασις	1		
3930	παρεμβάλλω	1		
3931	χάραξ	1		
3932	περικυκλόω	1		
3933	ἐδαφίζω	1		
3934	ἐκκρέμαμαι	1		
3935	συλλογίζομαι	1		
3936	καταλιθάζω	1		
3937	τρίτον	1		
3938	ἴσως	1		
3939	ἐγκάθετος	1		
3940	ὑποκρίνομαι	1		
3941	γαμίσκω	1		
3942	ἰσάγγελος	1		
3943	πενιχρός	1		
3944	φόβητρον	1		
3945	προμελετάω	1		
3946	στρατόπεδον	1		
3947	ἐκχωρέω	1		
3948	ἀπορία	1		
3949	σάλος	1		
3950	ἀποψύχω	1		
3951	κραιπάλη	1		
3952	ἐπεισέρχομαι	1		
3953	ὀρθρίζω	1		
3954	φιλονεικία	1		
3955	εὐεργέτης	1		
3956	ἐξαιτέομαι	1		
3957	σινιάζω	1		
3958	βολή	1		
3959	ἀγωνία	1		
3960	ἐκτενέστερον	1		
3961	ἱδρώς	1		
3962	θρόμβος	1		
3963	περιάπτω	1		
3964	ἐπισχύω	1		
3965	παμπληθεί	1		
3966	ἐπικρίνω	1		
3967	ὑγρός	1		
3968	συμπαραγίνομαι	1		
3969	θεωρία	1		
3970	συγκατατίθεμαι	1		
3971	λαξευτός	1		
3972	λῆρος	1		
3973	Ἐμμαοῦς	1		
3974	ἀντιβάλλω	1		
3975	Κλεοπᾶς	1		
3976	ὀρθρινός	1		
3977	προσποιέομαι	1		
3978	πορρώτερον	1		
3979	ἄφαντος	1		
3980	ἀθροίζω	1		
3981	βρώσιμος	1		
3982	ὀπτός	1		
3983	μετρητής	1		
3984	κερματιστής	1		
3985	φραγέλλιον	1		
3986	κέρμα	1		
3987	ἐμπόριον	1		
3988	γέρων	1		
3989	Αἰνών	1		
3990	Σαλείμ	1		
3991	καίτοιγε	1		
3992	Συχάρ	1		
3993	συγχράομαι	1		
3994	ἄντλημα	1		
3995	θρέμμα	1		
3996	προσκυνητής	1		
3997	τετράμηνος	1		
3998	κομψότερον	1		
3999	προβατικός	1		
4000	Βηθεσδά	1		
4001	ἐκνεύω	1		
4002	παιδάριον	1		
4003	βιβρώσκω	1		
4004	σκηνοπηγία	1		
4005	μεσόω	1		
4006	πότερον	1		
4007	χολάω	1		
4008	ἐπάρατος	1		
4009	ἐλαία	1		
4010	παραγίνομαι	1		
4011	ἱερόν	1		
4012	λαός	1		
4013	καθίζω	1		
4014	διδάσκω	1		
4015	γραμματεύς	1		
4016	μοιχεία	1		
4017	διδάσκαλος	1		
4018	αὐτόφωρος	1		
4019	μοιχεύω	1		
4020	νόμος	1		
4021	ἐντέλλομαι	1		
4022	τίς	1		
4023	κατηγορέω	1		
4024	κάτω	1		
4025	δάκτυλος	1		
4026	προσποιέω	1		
4027	ἐπιμένω	1		
4028	ἐρωτάω	1		
4029	ἀναμάρτητος	1		
4030	λίθος	1		
4031	βάλλω	1		
4032	γράφω	1		
4033	ἀκούω	1		
4034	ἐξέρχομαι	1		
4035	κατά	1		
4036	ἀπό	1		
4037	πρεσβύτερος	1		
4038	καταλείπω	1		
4039	μόνος	1		
4040	ἀνακύπτω	1		
4041	κατακρίνω	1		
4042	κύριος	1		
4043	οὐδέ	1		
4044	μηκέτι	1		
4045	ἁμαρτάνω	1		
4046	γενετή	1		
4047	πτύσμα	1		
4048	προσαιτέω	1		
4049	θεοσεβής	1		
4050	ἀλλαχόθεν	1		
4051	ἐγκαίνια	1		
4052	ἐξυπνίζω	1		
4053	κοίμησις	1		
4054	συμμαθητής	1		
4055	δακρύω	1		
4056	ὄζω	1		
4057	τεταρταῖος	1		
4058	κειρία	1		
4059	περιδέω	1		
4060	Ἐφραίμ	1		
4061	βάϊον	1		
4062	ὀνάριον	1		
4063	ἤπερ	1		
4064	νιπτήρ	1		
4065	πτέρνα	1		
4066	δειλιάω	1		
4067	καθαίρω	1		
4068	χείμαρρος	1		
4069	Κεδρών	1		
4070	φανός	1		
4071	Μάλχος	1		
4072	θήκη	1		
4073	πενθερός	1		
4074	οὐκοῦν	1		
4075	λιθόστρωτος	1		
